"wks_work_id","wks_tcp_number","wks_estc_number","wks_tcp_bibno","wks_marc_record","wks_eebo_citation_id","wks_eebo_directory","wks_ecco_number","wks_book_id","wks_author","wks_publisher","wks_word_count","wks_title","wks_eebo_image_id","wks_eebo_url","wks_eebo_date","wks_ecco_uncorrected_gale_ocr_path","wks_ecco_corrected_xml_path","wks_ecco_corrected_text_path","wks_ecco_directory","wks_ecco_gale_ocr_xml_path"
151311,"K072686.000","T089526",NULL,NULL,NULL,NULL,"0331501100",NULL,"Hayley, William","London : printed for J. Dodsley, 1780.",NULL,"Ode inscribed to John Howard, Esq. F.R.S. author of \"The state of English and foreign prisons.\" By William Hayley, Esq.",NULL,NULL,17800101,"data/shared/text-xml/ECCO-Gale-document-OCR/0331501100.txt","data/shared/text-xml/ECCO-TCP-document-xml/K072686.000.xml","data/shared/text-xml/ECCO-TCP-document-text/K072686.000.txt","data/ecco/ECCO_2of2/LitAndLang_2/0331501100","data/ecco/ECCO_2of2/LitAndLang_2/0331501100/xml/0331501100.xml"
